name,continent,centroid_lat,centroid_lon,area_km2,glaciated,abs_lat,log10_area,stratum,era5_coverage,nbr_corr,nbr_dist_km,nbr_n_unique,nbr_modal,nbr_stable,rho,log_qr,coupling,skill_p3b,dm_p3b,dm_p_p3b,n_p3b,skill_p4cond,dm_p4cond,dm_p_p4cond,n_p4cond,skill_era5r,dm_era5r,dm_p_era5r,n_era5r,skill_era5c,dm_era5c,dm_p_era5c,n_era5c,li_dm_h4,dist_band,corr_band,lat_band
C_West_Red_Sea_Coast,africa,20.37064552307129,36.37029266357422,243098.421875,0,20.37064552307129,5.385782139537684,sub_noise,0.9270779320785844,0.5299204051266168,6607.952515337905,2,E_Farahrud_Helmand_Hamun_i_Mashkel,0,0.9091076962080494,-0.43957907092068177,0.520802243426634,-0.02321146977414079,1.436476223890239,0.15462555955865454,84,-0.02297024813132098,1.4403324756532312,0.1535349225017118,84,-0.02321146977414079,1.436476223890239,0.15462555955865454,84,-0.030899749992151726,1.6955406922176284,0.09372127848637025,84,1.6282674810977962,>1000,low_corr,tropics
C_South_Gulf_of_Aden_Coast,africa,8.431546211242676,46.7910041809082,532753.375,0,8.431546211242676,5.726526209656504,sub_noise,0.941286225668548,0.771389918369576,1597.8919977324645,3,E_Northern_Kordofan,0,0.9416375009209844,-0.044997291518609116,0.8460596780090587,0.007234479457348897,-0.1899344320416012,0.8498242587463786,84,0.009581743489647798,-0.2571088967959492,0.7977310178847485,84,0.007234479457348897,-0.1899344320416012,0.8498242587463786,84,0.013757074968058003,-0.3711058247194567,0.7115042733992892,84,-0.5125624742145098,>1000,mid_corr,tropics
R_Shebelli_Juba_Rivers,africa,4.114995956420898,41.25597381591797,807317.9375,0,4.114995956420898,5.907044602019804,sub_noise,0.9952040018984866,0.8164003702071811,424.4605547439829,1,E_Rift_Valley,1,0.8685827946357859,0.6313038522959161,0.9043896784338029,-0.016457600590264354,1.0379823626782254,0.30229275781627823,84,-0.014802480171282717,0.974777642125328,0.33250302592522185,84,-0.016457600590264354,1.0379823626782254,0.30229275781627823,84,-0.013173173653526993,0.7458217648714134,0.4578821671328723,84,-2.4020036523916635,300-600,mid_corr,tropics
C_East_Central_Africa_Coast,africa,-8.842026710510254,37.68485641479492,1026780.125,0,8.842026710510254,6.011477453604424,low,0.988106532889832,0.7745737104988726,597.8003552982154,1,E_Lake_Rukwa_Basin,1,0.9026331228741963,0.58746183788954,0.6914979109267978,0.007064078378788863,-0.25991351659680856,0.7955741408550417,84,0.007386003295499877,-0.28286094594318567,0.7779876783969573,84,0.007064078378788863,-0.25991351659680856,0.7955741408550417,84,0.03425870108987117,-1.412307985644474,0.16159782341714496,84,-2.017134500227042,300-600,mid_corr,tropics
C_South_Zambezia_Coast,africa,-18.405845642089844,36.37495422363281,5879.02783203125,0,18.405845642089844,3.7693055161967326,sub_noise,0.8753431723165233,0.4837773150312554,9625.774917513847,4,C_Svalbard,0,0.8075155440574452,0.8280506260251729,0.13983651705923866,-0.024282734690502128,0.6622081857870896,0.5096723554189524,84,-0.023575692424699923,0.6506698213218267,0.5170568555912108,84,-0.024282734690502128,0.6622081857870896,0.5096723554189524,84,-0.0416298056602038,1.1524079754653127,0.252461831007549,84,4.91291616936283,>1000,low_corr,tropics
R_Zambezi_River,africa,-14.893959999084473,27.693653106689453,1376693.75,0,14.893959999084473,6.138837340781669,mid,0.9999999519140386,0.7774877091004674,903.6191005892949,1,E_South_Interior_Africa,1,0.9395016516365542,7.0592299727567305,0.4919285237568724,0.04490373421754623,-1.561167883311955,0.12228917609205725,84,0.038846977903887026,-1.3972194330490262,0.16607172091344596,84,0.04490373421754623,-1.561167883311955,0.12228917609205725,84,-0.00781973664659108,0.16484049256364242,0.8694703354791871,84,0.4683375616285763,600-1000,mid_corr,tropics
C_Indian_Ocean_Africa_Coast,africa,-20.424480438232425,33.196754455566406,243745.15625,0,20.424480438232425,5.3869359940739665,mid,0.979470357730162,0.702578810927933,497.9907588101766,1,R_Limpopo_River,1,0.8245884152291347,6.999836036247963,0.6787138787989389,0.05223748176449616,-2.3407527325685433,0.02164417999964583,84,0.04867848152900822,-2.188591444758927,0.03143625658527406,84,0.05223748176449616,-2.3407527325685433,0.02164417999964583,84,0.06159443228793393,-2.5168381447211123,0.013765645649072423,84,-1.6506247029696308,300-600,mid_corr,tropics
R_Limpopo_River,africa,-23.307178497314453,29.50295639038086,413093.1875,0,23.307178497314453,5.616048032895845,low,1.0000000333023396,0.702578810927933,497.9907588101766,1,C_Indian_Ocean_Africa_Coast,1,0.8611016208456805,7.272177171491585,0.6787138787989391,-0.023792803773138527,1.4281459563784034,0.15700199410708857,84,-0.024396994419865647,1.5124944394761433,0.1342065818657636,84,-0.023792803773138527,1.4281459563784034,0.15700199410708857,84,-0.04003781110717308,2.2458837141470647,0.027368623476692038,84,-1.912121654044414,300-600,mid_corr,tropics
C_South_Africa_South_Coast,africa,-30.293731689453125,27.534839630126957,388384.71875,0,30.293731689453125,5.589262133972554,low,0.9860938834111194,0.8706580790280094,595.4114400456673,1,R_Orange_River,1,0.9426590876264314,1.3874674635521014,0.8942929873623688,0.035437960877378716,-1.7358980679136233,0.086292757794252,84,0.02956956280742562,-1.4982175302591287,0.13787047400166824,84,0.035437960877378716,-1.7358980679136233,0.086292757794252,84,0.02828196680228301,-1.4212228245943135,0.15899837174888867,84,3.621793938086137,300-600,high_corr,S_extratropics
C_South_Africa_West_Coast,africa,-31.5205020904541,18.84754943847656,109535.5078125,0,31.5205020904541,5.039554926000768,sub_noise,0.9450033161121492,0.6967402126186938,9481.886350787816,3,C_Aleutians_South_Alaska_Coast,0,0.9435284539814702,0.29096131592727037,0.4132163142185202,0.025832364568380006,-0.5960829303980146,0.5527419963845466,84,0.02526497946539863,-0.5913409777961394,0.555899091561372,84,0.025832364568380006,-0.5960829303980146,0.5527419963845466,84,-0.055890610171847044,1.2928827965686065,0.1996388992968931,84,-0.3058264637705016,>1000,low_corr,S_extratropics
