name,coupling,fold
C_Aleutians_South_Alaska_Coast,0.46447337147658757,f1
C_Amazon_River_Delta,0.7720104286596842,f1
C_Angola_Coast,0.6727937358744005,f1
C_Balkan_Peninsula_and_Adriatic_Coast,0.9095561511208043,f1
C_Banks_Island,0.9412185048923218,f1
C_Beaufort_Sea_Coast,0.9412185048923218,f1
C_Bight_of_Benin_Coast,0.9412185048923218,f1
C_Bismark_Sea_Islands,0.5917380048443138,f1
C_Borneo,0.8261394155697346,f1
C_Buor_Khaya_Gulf_Coast,0.9412185048923218,f1
C_California_and_Baja_California,0.7641600894584182,f1
C_Canadian_South_Arctic_Ocean_Coast,0.8694166013719862,f1
C_Capim_River_Delta,0.7720104286596842,f1
C_Carribean_Coast,0.9162228312783689,f1
C_Central_America_Gulf_of_Mexico_Caribbean_Coast,0.7097729602867883,f1
C_Central_American_Pacific_Coast,0.7097729602867883,f1
C_Chao_Phraya_River_Gulf_of_Thailand_Coast,0.8942965667564281,f1
C_Chukchi_Peninsula,0.9412185048923218,f1
C_Churchill_Seal_Rivers,0.48095678310137124,f1
C_Columbia_Ecuador_Pacific_Coast,0.3150200086883975,f1
C_Crimea_West_Azov_Sea_Coast,0.9412185048923218,f1
C_Cuba,0.6351681816522826,f1
C_Deccan_Plateau_East_Indian_Subcontinent_Coast,0.8586259648013267,f1
C_Denmark_Germany_Coast,0.9412185048923218,f1
C_East_Australia_Coast,0.891227157664416,f1
C_East_Azov_Sea_Northeast_Black_Sea_Coast,0.9412185048923218,f1
C_East_Barents_Sea_Coast,0.8029382438614668,f1
C_East_Beaufort_Sea_Amundsen_Gulf_Coast,0.9412185048923218,f1
C_East_Brazil_South_Atlantic_Coast,0.7223952812872493,f1
C_East_Caspian_Sea_Coast,0.891227157664416,f1
C_East_Central_Africa_Coast,0.7231394066448005,f1
C_East_China_Coast,0.656825181988167,f1
C_East_Hudson_Bay_Coast,0.7632361442996555,f1
C_East_Mediterranean_Coast,0.7023953243063931,f1
C_East_Mississippi_Delta,0.9412185048923218,f1
C_East_Nile_Delta,0.9412185048923218,f1
C_East_Ob_Bay_Coast,0.9412185048923218,f1
C_East_Red_Sea_North_Gulf_of_Aden_Coast,0.9335610243882836,f1
C_East_Timor_Islands,0.7920104634075108,f1
C_Ellef_Ringnes_Bathurst_Devon_Islands,0.8564637043396423,f1
C_Ellesmere_Island,0.8564637043396423,f1
C_Great_Britain,0.9412185048923218,f1
C_Greater_Dniester_Basin,0.8515396865751017,f1
C_Gulf_of_Darien_Coast,0.9412185048923218,f1
C_Gulf_of_Guinea_Coast,0.460070985554667,f1
C_Gydan_Bay_Coast,0.9412185048923218,f1
C_Hainan,0.9412185048923218,f1
C_Halmahera_Islands,0.9412185048923218,f1
C_Hispaniola,0.6727937358744005,f1
C_Hokkaido,0.7657737192396843,f1
C_Hub_Porali_Basin,0.7230853860058032,f1
C_Iberian_Atlantic_Coast,0.831281077196775,f1
C_Iceland,0.0969620237896783,f1
C_India_West_Coast,0.8586259648013339,f1
C_Indian_Ocean_Africa_Coast,0.6351661922369829,f1
C_Ireland,0.9412185048923218,f1
C_Irrawaddy_Sittang_Salween_Basin,0.9412185048923218,f1
C_Jamaica,0.6343266594630979,f1
C_Japan,0.6488831080104158,f1
C_Java,0.5989350612266331,f1
C_Kamchatka_Peninsula,0.768196212003102,f1
C_La_Plata_Delta,0.8845604778775972,f1
C_Labrador_Sea_Coast,0.7072259904543252,f1
C_Madagascar,0.2866829192497034,f1
C_Malaysian_Peninsula_Coast,0.5519314584822492,f1
C_Maluku,0.7853437850923134,f1
C_Melville_Prince_Patrick_Islands,0.9412185048923218,f1
C_Namibia_Coast,0.8194673989147913,f1
C_Neva_River_Finland_Coast,0.8991073665819468,f1
C_New_Brunswick_and_Nova_Scotia_Coast,0.612093403892335,f1
C_New_Siberian_Islands,0.891227157664416,f1
C_New_Zealand_North_Island,0.7169271015878219,f1
C_New_Zealand_South_Island,0.7169271015878219,f1
C_Nigerian_Delta,0.6025418507360053,f1
C_North_Argentina_South_Atlantic_Coast,0.8845604778775972,f1
C_North_Australia_Coast,0.2096503865180586,f1
C_North_Baffin_Island_Coast,0.7786771068759988,f1
C_North_Brazil_South_Atlantic_Coast,0.7636878155164358,f1
C_North_Caspian_Sea_Coast,0.69796943666552,f1
C_North_Chile_South_Pacific_Coast,0.9250043267567927,f1
C_North_East_Bay_of_Bengal_Coast,0.9412185048923218,f1
C_North_East_Siberian_Sea_Coast,0.44974089067513545,f1
C_North_Gulf_of_Oman_Coast,0.834133305488625,f1
C_North_Korea_Bay_Korean_Peninsula,0.7184300313136367,f1
C_North_Siberia_Coast,0.8916411367200733,f1
C_North_St_Lawrence_Seaway_Coast,0.7632361442996484,f1
C_North_Vietnam_South_China_Coast,0.2242645786248001,f1
C_North_West_Africa_Coast,0.8355381479560183,f1
C_Northeast_South_America_Coast,0.5216074614610179,f1
C_Northwest_Hudson_Bay_Coast,0.7232136186161005,f1
C_Northwest_Mediterranean_Coast,0.8312810771967839,f1
C_Norway_Coast,0.9412185048923218,f1
C_Novaya_Zemlya,0.6651216688354286,f1
C_Nusa_Tenggara,0.7920104634075108,f1
C_Olenyok_Delta,0.9412185048923218,f1
C_Oregon_Coast,0.628003161370564,f1
C_Papua_New_Guinea_Island,0.8507833081853412,f1
C_Patagonia,0.6773364147393572,f1
C_Peru_Pacific_Coast,0.7927550582444731,f1
C_Philippines,0.36297390309716476,f1
C_Po_River_and_East_Italy_Coast,0.9412185048923218,f1
C_Prince_of_Wales_Island,0.9412185048923218,f1
C_Puerto_Rico,0.6727937358744005,f1
C_Sakhalin_Island,0.7709451221933296,f1
C_Sardinia_and_Corsica,0.9412185048923218,f1
C_Severnaya_Zemlya,0.8035439793663927,f1
C_Seward_Peninsula_Alaskan_North_Slope,0.9412185048923218,f1
C_Shelikhov_Gulf_Sea_of_Okhotsk_Coast,0.768196212003102,f1
C_Sicily,0.9412185048923218,f1
C_Solomon_Islands,0.5917380048443138,f1
C_Somerset_Island,0.9412185048923218,f1
C_South_Africa_South_Coast,0.8778937980907784,f1
C_South_Africa_West_Coast,0.6489549909130605,f1
C_South_Alaska_Coast_Frazer_River,0.1050561669797274,f1
C_South_Amapa_Coast,0.8024405572532093,f1
C_South_Australia_Coast,0.9095561511208043,f1
C_South_Baffin_Island_Coast,0.9412185048923218,f1
C_South_Baltic_Coast,0.8176804977289829,f1
C_South_Black_Sea_Coast,0.800155804347501,f1
C_South_Chile_South_Pacific_Coast,0.6773364147394512,f1
C_South_East_Brazil_Coast,0.577362763021316,f1
C_South_East_Russia_Coast,0.770945122193325,f1
C_South_Gulf_of_Aden_Coast,0.8845604778775972,f1
C_South_Gulf_of_Oman_West_Arabian_Sea_Coast,0.7030005892884281,f1
C_South_Hudson_Strait_Ungava_Bay_Coast,0.7186224714090073,f1
C_South_Mediterranean_Coast,0.9412185048923218,f1
C_South_Zambezia_Coast,0.6486141215533945,f1
C_Southhampton_Coats_Islands,0.6285563295631456,f1
C_Southwest_Hudson_Bay_Coast,0.2826131227331101,f1
C_Southwest_Mediterranean_Coast,0.9412185048923218,f1
C_Sri_Lanka,0.2589647076122112,f1
C_Sulawesi,0.9412185048923218,f1
C_Sumatra,0.5519314584822724,f1
C_Svalbard,0.6651216688355713,f1
C_Sweden_Coast,0.9412185048923218,f1
C_Taiwan,0.7365466723240215,f1
C_Tasmania,0.6629603931703766,f1
C_Texas_Gulf_Coast,0.9028894709632398,f1
C_Thar_Desert_Sabarmati_River_Gulf_of_Cambay_Luni_Delta,0.7230853860058032,f1
C_US_East_Gulf_of_Mexico_North_Atlantic_Coast,0.8665410099531488,f1
C_US_North_Atlantic_Coast,0.3240865069322247,f1
C_Uda_Basin,0.6445887755201684,f1
C_Uruguay_South_Brazil_Coast,0.8220109825394533,f1
C_Victoria_Island,0.9412185048923218,f1
C_Vietnam_Coast,0.9412185048923218,f1
C_West_Africa_Coast,0.9316710071434907,f1
C_West_Australia_Coast,0.7650664273357287,f1
C_West_Barents_Sea_Coast,0.7385296018476107,f1
C_West_Black_Sea_Coast,0.9412185048923218,f1
C_West_Caspian_Sea_Coast,0.756847487263571,f1
C_West_Continental_Europe,0.7297999250742697,f1
C_West_Italy_Coast,0.9412185048923218,f1
